"objectid","id","datetimeoccur","weekday","location","districtoccur","psa","stopcode","stoptype","inside_or_outside","gender","race","age","individual_frisked","individual_searched","individual_arrested","individual_contraband","vehicle_frisked","vehicle_searched","vehicle_contraband","vehicle_contraband_list","individual_contraband_list","mvc_code","mvc_reason","mvc_code_sec","mvc_code_sec_reason","point_x","point_y","lat","lng"
79,903360,2019-01-09 15:22:00,"WEDNESDAY","6600 BLOCK Essington Ave",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",56,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22059229,39.91443023,39.91443023,-75.22059229
1850,1006435,2019-03-23 23:45:00,"SATURDAY","1300 BLOCK s 55th",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",26,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22685958,39.94087354,39.94087353,-75.22685958
1851,1012091,2019-03-28 01:18:00,"WEDNESDAY","1300 BLOCK S 55th ST",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",31,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22685958,39.94087354,39.94087353,-75.22685958
1858,903183,2019-01-09 10:54:00,"WEDNESDAY","1300 BLOCK s 55",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",38,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22685958,39.94087354,39.94087353,-75.22685958
1859,954157,2019-02-15 04:30:00,"THURSDAY","1300 BLOCK S 55TH ST",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",26,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22685958,39.94087354,39.94087353,-75.22685958
1861,1006434,2019-03-23 23:45:00,"SATURDAY","1300 BLOCK s 55th",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",27,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22685958,39.94087354,39.94087353,-75.22685958
4525,982352,2019-03-06 18:10:00,"WEDNESDAY","2000 BLOCK S 65TH ST",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23703658,39.92762484,39.92762484,-75.23703658
4526,993097,2019-03-14 08:19:00,"THURSDAY","2000 BLOCK S 65TH ST",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",37,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23703658,39.92762484,39.92762484,-75.23703658
4527,993532,2019-03-14 17:05:00,"THURSDAY","2000 BLOCK S 65TH ST",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23703658,39.92762484,39.92762484,-75.23703658
4531,930278,2019-01-29 01:44:00,"MONDAY","2000 BLOCK S 65TH ST",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",56,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23703658,39.92762484,39.92762484,-75.23703658
4533,940498,2019-02-05 16:08:00,"TUESDAY","2000 BLOCK s 65th st",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",28,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23703658,39.92762484,39.92762484,-75.23703658
4534,944350,2019-02-08 02:28:00,"THURSDAY","2000 BLOCK 65TH ST",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",29,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23703658,39.92762484,39.92762484,-75.23703658
4535,957855,2019-02-17 14:05:00,"SUNDAY","2000 BLOCK S 65TH ST",12,2,2702,"vehicle","Outside","Female","White - Non-Latino",21,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23703658,39.92762484,39.92762484,-75.23703658
4536,969773,2019-02-25 20:05:00,"MONDAY","2000 BLOCK 65TH",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23703658,39.92762484,39.92762484,-75.23703658
4538,894734,2019-01-03 05:15:00,"THURSDAY","2000 BLOCK S 65TH ST",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",22,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23703658,39.92762484,39.92762484,-75.23703658
4539,894735,2019-01-03 05:15:00,"THURSDAY","2000 BLOCK S 65TH ST",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",24,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23703658,39.92762484,39.92762484,-75.23703658
4540,906650,2019-01-11 17:56:00,"FRIDAY","2000 BLOCK S 65TH STREET",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",56,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23703658,39.92762484,39.92762484,-75.23703658
4541,910417,2019-01-14 18:03:00,"MONDAY","2000 BLOCK S 65TH ST",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",49,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23703658,39.92762484,39.92762484,-75.23703658
4542,917670,2019-01-19 18:00:00,"SATURDAY","2000 BLOCK s 65th street",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",50,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23703658,39.92762484,39.92762484,-75.23703658
4667,902879,2019-01-09 04:18:00,"TUESDAY","7300 BLOCK Elmwood Ave",12,1,2702,"vehicle","Outside","Male","White - Non-Latino",46,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.24172084,39.91394225,39.91394225,-75.24172084
4668,915065,2019-01-18 00:30:00,"THURSDAY","7300 BLOCK ELMWOOD AVE",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",31,1,0,0,0,1,0,0,NA,NA,"","",NA,NA,-75.24172084,39.91394225,39.91394225,-75.24172084
4167,979200,2019-03-04 03:19:00,"SUNDAY","2000 BLOCK E ALLEGHENY",24,2,2702,"vehicle","Outside","Female","White - Non-Latino",43,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11168277,39.99379565,39.99379565,-75.11168277
4168,999647,2019-03-18 23:05:00,"MONDAY","2000 BLOCK ALLEGHENY AVE",24,2,2702,"vehicle","Outside","Female","White - Non-Latino",22,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11168277,39.99379565,39.99379565,-75.11168277
4169,1012598,2019-03-28 07:30:00,"THURSDAY","2000 BLOCK E Allegheny",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",39,1,0,0,0,1,0,0,NA,NA,"","",NA,NA,-75.11168277,39.99379565,39.99379565,-75.11168277
4173,919635,2019-01-21 01:16:00,"SUNDAY","2000 BLOCK E ALLEGHENY AVENUE",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",54,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11168277,39.99379565,39.99379565,-75.11168277
4174,928660,2019-01-28 00:26:00,"SUNDAY","2000 BLOCK E ALLEGHENY AVE",24,2,2702,"vehicle","Outside","Female","Black - Non-Latino",26,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11168277,39.99379565,39.99379565,-75.11168277
4175,937949,2019-02-03 22:10:00,"SUNDAY","2000 BLOCK ALLEGHENY",24,2,2702,"vehicle","Outside","Male","White - Latino",38,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11168277,39.99379565,39.99379565,-75.11168277
4176,967998,2019-02-24 05:50:00,"SUNDAY","2000 BLOCK e allegheny ave",24,2,2702,"vehicle","Outside","Female","White - Latino",18,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11168277,39.99379565,39.99379565,-75.11168277
4177,968595,2019-02-24 23:20:00,"SUNDAY","2000 BLOCK e allegheny",24,2,2702,"vehicle","Outside","Male","White - Latino",61,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11168277,39.99379565,39.99379565,-75.11168277
4178,979199,2019-03-04 03:19:00,"SUNDAY","2000 BLOCK E ALLEGHENY",24,2,2702,"vehicle","Outside","Female","White - Non-Latino",32,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11168277,39.99379565,39.99379565,-75.11168277
4183,915954,2019-01-18 16:05:00,"FRIDAY","2000 BLOCK E ALLEGHENY AVE",24,1,2702,"vehicle","Outside","Female","Black - Non-Latino",28,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11168277,39.99379565,39.99379565,-75.11168277
4184,917477,2019-01-19 16:15:00,"SATURDAY","2000 BLOCK E ALLEGHENY AVE",24,1,2702,"vehicle","Outside","Female","White - Non-Latino",30,0,0,0,0,0,1,0,NA,NA,"","",NA,NA,-75.11168277,39.99379565,39.99379565,-75.11168277
3261,923534,2019-01-24 01:37:00,"WEDNESDAY","2000 BLOCK E ONTARIO ST",24,2,2702,"vehicle","Outside","Male","Black - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10676781,39.99650489,39.99650489,-75.10676781
3262,924588,2019-01-24 23:27:00,"THURSDAY","2000 BLOCK E ontario",24,1,2702,"vehicle","Outside","Female","White - Non-Latino",33,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10676781,39.99650489,39.99650489,-75.10676781
3263,924589,2019-01-24 23:27:00,"THURSDAY","2000 BLOCK E ontario",24,1,2702,"vehicle","Outside","Male","White - Non-Latino",32,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10676781,39.99650489,39.99650489,-75.10676781
3264,953580,2019-02-15 00:20:00,"THURSDAY","2000 BLOCK ONTARIO ST",24,2,2702,"vehicle","Outside","Female","Black - Non-Latino",48,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10676781,39.99650489,39.99650489,-75.10676781
8428,1002367,2019-03-21 00:15:00,"WEDNESDAY","2900 BLOCK THOMPSON",24,2,2702,"vehicle","Outside","Male","White - Latino",49,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11058708,39.98108413,39.98108413,-75.11058708
11322,932598,2019-01-30 18:30:00,"WEDNESDAY","2100 BLOCK Bellmore St",24,2,2702,"vehicle","Outside","Male","White - Latino",22,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11504853,39.98923638,39.98923638,-75.11504853
9627,944305,2019-02-08 01:30:00,"THURSDAY","2000 BLOCK E Albright",24,1,2702,"vehicle","Outside","Male","Black - Non-Latino",37,0,1,1,1,0,1,1,NA,NA,"","",NA,NA,-75.09957185,39.99924207,39.99924207,-75.09957185
9634,944306,2019-02-08 01:30:00,"THURSDAY","2000 BLOCK E Albright",24,1,2702,"vehicle","Outside","Male","Black - Non-Latino",44,0,1,1,1,0,1,1,NA,NA,"","",NA,NA,-75.09957185,39.99924207,39.99924207,-75.09957185
9426,921765,2019-01-22 22:01:00,"TUESDAY","3300 BLOCK S 61st St",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",22,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2116088,39.91899376,39.91899376,-75.2116088
14157,919343,2019-01-21 01:31:00,"SUNDAY","6100 BLOCK YOCUM",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",68,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22988501,39.92942564,39.92942564,-75.22988501
14158,996954,2019-03-16 22:43:00,"SATURDAY","6100 BLOCK YOCUM STREET",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",58,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22988501,39.92942564,39.92942564,-75.22988501
17061,1007491,2019-03-24 21:00:00,"SUNDAY","2400 BLOCK E Cambria",24,3,2702,"vehicle","Outside","Male","White - Non-Latino",54,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11343333,39.98406785,39.98406785,-75.11343333
15998,975867,2019-03-02 00:30:00,"FRIDAY","8200 BLOCK BARTRAM",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23942191,39.89351356,39.89351356,-75.23942191
14771,908704,2019-01-13 01:20:00,"SATURDAY","6100 BLOCK WOODLAND AVE",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",52,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14772,910204,2019-01-14 10:21:00,"MONDAY","6100 BLOCK WOODLAND AVE",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",65,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14773,919549,2019-01-21 02:46:00,"SUNDAY","6100 BLOCK WOODLAND AVENUE",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",28,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14774,926352,2019-01-26 03:40:00,"FRIDAY","6100 BLOCK WOODLAND",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",58,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14775,926485,2019-01-26 05:01:00,"SATURDAY","6100 BLOCK WOODLAND AVENUE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",43,0,1,0,0,0,1,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14779,894279,2019-01-03 01:10:00,"WEDNESDAY","6100 BLOCK WOODLAND AVE",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",30,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14780,894913,2019-01-03 13:52:00,"THURSDAY","6100 BLOCK woodland ave",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",30,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14781,904344,2019-01-10 02:41:00,"WEDNESDAY","6100 BLOCK woodland ave",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
15285,973341,2019-02-28 03:09:00,"WEDNESDAY","5600 BLOCK Hoffman Ave",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",26,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2351252,39.94568873,39.94568873,-75.2351252
15286,990940,2019-03-12 23:55:00,"TUESDAY","5600 BLOCK Hoffman",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2351252,39.94568873,39.94568873,-75.2351252
15288,998083,2019-03-17 17:50:00,"SUNDAY","5600 BLOCK HOFFMAN AV",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",36,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2351252,39.94568873,39.94568873,-75.2351252
15291,960563,2019-02-19 02:47:00,"MONDAY","5600 BLOCK HOFFMAN",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",25,0,1,0,0,0,1,0,NA,NA,"","",NA,NA,-75.2351252,39.94568873,39.94568873,-75.2351252
15292,961631,2019-02-19 23:56:00,"TUESDAY","5600 BLOCK HOFFMAN",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",27,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2351252,39.94568873,39.94568873,-75.2351252
15293,962012,2019-02-20 03:30:00,"TUESDAY","5600 BLOCK HOFFMAN",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",26,1,0,0,0,1,0,0,NA,NA,"","",NA,NA,-75.2351252,39.94568873,39.94568873,-75.2351252
15294,965643,2019-02-22 23:00:00,"FRIDAY","5600 BLOCK HOFFMAN AVE",12,1,2702,"vehicle","Outside","Female","Black - Non-Latino",41,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2351252,39.94568873,39.94568873,-75.2351252
15295,970747,2019-02-26 07:26:00,"TUESDAY","5600 BLOCK HOFFMAN AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2351252,39.94568873,39.94568873,-75.2351252
15296,970748,2019-02-26 07:26:00,"TUESDAY","5600 BLOCK HOFFMAN AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2351252,39.94568873,39.94568873,-75.2351252
14756,991609,2019-03-13 13:16:00,"WEDNESDAY","6100 BLOCK WOODLAND AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",63,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14757,991610,2019-03-13 13:16:00,"WEDNESDAY","6100 BLOCK WOODLAND AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",21,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14758,1001131,2019-03-20 00:40:00,"TUESDAY","6100 BLOCK woodland avenue",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",24,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14760,988440,2019-03-11 01:18:00,"SUNDAY","6100 BLOCK WOODLAND AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",47,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14761,990374,2019-03-12 14:40:00,"TUESDAY","6100 BLOCK WOODLAND AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",22,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14762,972053,2019-02-27 05:21:00,"WEDNESDAY","6100 BLOCK WOODLAND AVENUE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",36,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14763,977122,2019-03-02 17:42:00,"SATURDAY","6100 BLOCK WOODLAND AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",29,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14764,930267,2019-01-28 23:40:00,"MONDAY","6100 BLOCK WOODLAND AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",48,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14765,931317,2019-01-29 20:05:00,"TUESDAY","6100 BLOCK WOODLAND AVE",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",53,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14766,937114,2019-02-03 02:17:00,"SATURDAY","6100 BLOCK WOODLAND AVE",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",63,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14767,940061,2019-02-05 05:06:00,"TUESDAY","6100 BLOCK WOODLAND AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",44,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14768,956072,2019-02-16 10:00:00,"SATURDAY","6100 BLOCK WOODLAND AVE",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14769,959776,2019-02-18 18:25:00,"MONDAY","6100 BLOCK woodland ave",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",21,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
14770,905579,2019-01-11 00:19:00,"THURSDAY","6100 BLOCK WOODLAND AVENUE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",28,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2293477,39.92875219,39.92875219,-75.2293477
17145,990611,2019-03-12 18:50:00,"TUESDAY","5700 BLOCK FLORENCE",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",30,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23093865,39.93971147,39.93971147,-75.23093865
17146,1014745,2019-03-29 19:50:00,"FRIDAY","5700 BLOCK FLORENCE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",54,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23093865,39.93971147,39.93971147,-75.23093865
17152,909722,2019-01-14 01:40:00,"SUNDAY","5700 BLOCK FLORENCE",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",27,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23093865,39.93971147,39.93971147,-75.23093865
17153,918481,2019-01-20 05:43:00,"SUNDAY","5700 BLOCK FLORENCE AVE",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",47,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23093865,39.93971147,39.93971147,-75.23093865
17154,918990,2019-01-20 22:44:00,"SUNDAY","5700 BLOCK FLORENCE AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",54,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23093865,39.93971147,39.93971147,-75.23093865
17155,954392,2019-02-15 12:25:00,"FRIDAY","5700 BLOCK FLORENCE AV",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",36,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23093865,39.93971147,39.93971147,-75.23093865
17156,988434,2019-03-11 01:05:00,"SUNDAY","5700 BLOCK FLORENCE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23093865,39.93971147,39.93971147,-75.23093865
20636,1013884,2019-03-29 00:15:00,"THURSDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",55,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20637,1015179,2019-03-29 22:15:00,"FRIDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",26,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20638,1015180,2019-03-29 22:15:00,"FRIDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",29,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20639,1015203,2019-03-29 22:27:00,"FRIDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",35,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20640,1016572,2019-03-30 23:15:00,"SATURDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",29,0,1,1,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20642,1006733,2019-03-23 22:55:00,"SATURDAY","5800 BLOCK kingsessing",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",34,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20643,1008239,2019-03-25 02:27:00,"SUNDAY","5800 BLOCK KINGSESSING AV",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20644,1009455,2019-03-25 23:05:00,"MONDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",49,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20645,1010012,2019-03-26 15:38:00,"TUESDAY","5800 BLOCK  KINGSESSING",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",29,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20646,1010013,2019-03-26 15:38:00,"TUESDAY","5800 BLOCK  KINGSESSING",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",32,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20647,1013876,2019-03-28 23:50:00,"THURSDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",27,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20648,999292,2019-03-18 17:28:00,"MONDAY","5800 BLOCK KINGSESSING AV",12,4,2702,"vehicle","Outside","Male","White - Non-Latino",35,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20649,999551,2019-03-18 22:17:00,"MONDAY","5800 BLOCK kingsessing",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",36,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20650,1005041,2019-03-22 23:30:00,"FRIDAY","5800 BLOCK kingsessing",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20651,1006108,2019-03-22 22:22:00,"FRIDAY","5800 BLOCK kingsessing avenue",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",31,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20652,1006124,2019-03-23 14:30:00,"SATURDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",50,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20653,1006402,2019-03-23 20:17:00,"SATURDAY","5800 BLOCK KINGSESSING AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20657,977807,2019-03-03 01:57:00,"SATURDAY","5800 BLOCK KINGSESSING",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",49,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20658,985969,2019-03-08 22:50:00,"FRIDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",52,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20659,995310,2019-03-15 16:50:00,"FRIDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Male","White - Latino",33,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20660,966868,2019-02-23 16:43:00,"SATURDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",25,0,0,0,0,1,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20661,967173,2019-02-23 20:30:00,"SATURDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",32,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20662,968419,2019-02-24 19:25:00,"SUNDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",46,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
