"objectid","id","datetimeoccur","weekday","location","districtoccur","psa","stopcode","stoptype","inside_or_outside","gender","race","age","individual_frisked","individual_searched","individual_arrested","individual_contraband","vehicle_frisked","vehicle_searched","vehicle_contraband","vehicle_contraband_list","individual_contraband_list","mvc_code","mvc_reason","mvc_code_sec","mvc_code_sec_reason","point_x","point_y","lat","lng"
1549276,965272,2019-02-22 16:40:00,"FRIDAY","3100 BLOCK KENSINGTON AVE",24,2,2702,"vehicle","Outside","Male","Black - Non-Latino",37,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549278,969713,2019-02-25 18:15:00,"MONDAY","3100 BLOCK Kensington Ave",24,2,2702,"vehicle","Outside","Male","Black - Non-Latino",20,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549279,959996,2019-02-18 22:55:00,"MONDAY","3100 BLOCK Kensington",24,2,2702,"vehicle","Outside","Male","Black - Non-Latino",66,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549280,960097,2019-02-18 23:45:00,"MONDAY","3100 BLOCK Kensington av",24,2,2702,"vehicle","Outside","Female","White - Latino",19,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549281,960194,2019-02-19 00:20:00,"MONDAY","3100 BLOCK kensington av",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",39,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549282,960383,2019-02-19 01:55:00,"MONDAY","3100 BLOCK N KENSINGTON AVE",24,2,2702,"vehicle","Outside","Female","White - Non-Latino",20,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549283,960448,2019-02-19 02:18:00,"MONDAY","3100 BLOCK KENSINGTON",24,2,2702,"vehicle","Outside","Female","White - Non-Latino",29,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549284,961823,2019-02-20 02:00:00,"TUESDAY","3100 BLOCK KENSINGTON AVENUE",24,2,2702,"vehicle","Outside","Male","White - Latino",28,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549285,952247,2019-02-14 01:05:00,"WEDNESDAY","3100 BLOCK Kensington ave",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",60,1,1,1,1,1,1,1,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549288,958858,2019-02-18 02:30:00,"SUNDAY","3100 BLOCK KENSINGTON AVE",24,1,2702,"vehicle","Outside","Male","White - Non-Latino",61,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549289,958867,2019-02-18 02:22:00,"SUNDAY","3100 BLOCK KENSINGTON AVE",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549290,958972,2019-02-18 03:15:00,"SUNDAY","3100 BLOCK KENSINGTON AVE",24,2,2702,"vehicle","Outside","Male","Black - Non-Latino",29,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549294,946782,2019-02-09 22:30:00,"SATURDAY","3100 BLOCK KENSINGTON",24,2,2702,"vehicle","Outside","Female","White - Latino",64,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549295,948517,2019-02-11 01:00:00,"SUNDAY","3100 BLOCK Kensington ave",24,2,2702,"vehicle","Outside","Male","Black - Non-Latino",61,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549298,935732,2019-02-02 02:30:00,"FRIDAY","3100 BLOCK Kensington",24,2,2702,"vehicle","Outside","Male","White - Latino",37,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549299,939784,2019-02-05 01:35:00,"MONDAY","3100 BLOCK KENSINGTON AVE",24,2,2702,"vehicle","Outside","Male","Black - Non-Latino",45,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549300,941726,2019-02-06 13:02:00,"WEDNESDAY","3100 BLOCK kensington",24,1,2702,"vehicle","Outside","Male","White - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549301,941937,2019-02-06 16:15:00,"WEDNESDAY","3100 BLOCK kensington ave",24,1,2702,"vehicle","Outside","Male","White - Latino",39,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549304,931700,2019-01-29 23:25:00,"TUESDAY","3100 BLOCK KENSINGTON AVE",24,2,2702,"vehicle","Outside","Female","Black - Non-Latino",21,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549305,932310,2019-01-30 14:22:00,"WEDNESDAY","3100 BLOCK KENSINGTON AVE",24,1,2702,"vehicle","Outside","Male","White - Latino",35,0,0,0,0,1,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549306,932311,2019-01-30 14:22:00,"WEDNESDAY","3100 BLOCK KENSINGTON AVE",24,1,2702,"vehicle","Outside","Male","Black - Non-Latino",28,0,0,0,0,1,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549307,932410,2019-01-30 16:10:00,"WEDNESDAY","3100 BLOCK KENSINGTON",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",27,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549308,933095,2019-01-31 02:10:00,"WEDNESDAY","3100 BLOCK kensington",24,2,2702,"vehicle","Outside","Male","White - Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549311,920603,2019-01-22 01:05:00,"MONDAY","3100 BLOCK KENSINGTON",24,1,2702,"vehicle","Outside","Male","White - Latino",52,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549312,922124,2019-01-23 01:53:00,"TUESDAY","3100 BLOCK KENSINGTON",24,2,2702,"vehicle","Outside","Female","White - Latino",35,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549313,923387,2019-01-23 22:35:00,"WEDNESDAY","3100 BLOCK KENSSINGTON AVE",24,2,2702,"vehicle","Outside","Female","White - Non-Latino",23,0,1,1,1,0,1,1,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549314,925539,2019-01-25 16:56:00,"FRIDAY","3100 BLOCK KENSINGTON AVE",24,2,2702,"vehicle","Outside","Male","White - Latino",28,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549319,918929,2019-01-20 22:15:00,"SUNDAY","3100 BLOCK N KENSINGTON AVE",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",52,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549323,913792,2019-01-17 02:20:00,"WEDNESDAY","3100 BLOCK KENSINGTON AV",24,1,2702,"vehicle","Outside","Female","White - Latino",42,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549324,913860,2019-01-17 02:25:00,"WEDNESDAY","3100 BLOCK KENSINGTON AVENUE",24,2,2702,"vehicle","Outside","Female","White - Non-Latino",29,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549325,913896,2019-01-17 02:45:00,"WEDNESDAY","3100 BLOCK KENSINGTON",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",37,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549326,913949,2019-01-17 03:25:00,"WEDNESDAY","3100 BLOCK KENSINGTON AVE",24,2,2702,"vehicle","Outside","Female","Black - Non-Latino",57,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549327,904401,2019-01-10 03:00:00,"WEDNESDAY","3100 BLOCK Kensington Av",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",36,1,0,0,0,1,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549329,905679,2019-01-11 01:15:00,"THURSDAY","3100 BLOCK kensington",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",59,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549330,905680,2019-01-11 01:15:00,"THURSDAY","3100 BLOCK kensington",24,2,2702,"vehicle","Outside","Female","White - Non-Latino",31,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549331,906526,2019-01-11 16:00:00,"FRIDAY","3100 BLOCK KENSINGTON",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",41,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549333,893758,2019-01-02 18:45:00,"WEDNESDAY","3100 BLOCK KENSINGTON AVENUE",24,2,2702,"vehicle","Outside","Male","White - Latino",18,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549334,897132,2019-01-05 00:50:00,"FRIDAY","3100 BLOCK KENSINGTON",24,2,2702,"vehicle","Outside","Male","White - Latino",34,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549336,899406,2019-01-06 22:30:00,"SUNDAY","3100 BLOCK KENSINGTON",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549337,899689,2019-01-07 01:28:00,"SUNDAY","3100 BLOCK N KENSINGTON AVE",24,1,2702,"vehicle","Outside","Female","White - Latino",58,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549338,899736,2019-01-07 01:40:00,"SUNDAY","3100 BLOCK kensington ave",24,2,2702,"vehicle","Outside","Female","White - Non-Latino",35,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1549344,892931,2019-01-02,"TUESDAY","3100 BLOCK KENSINGTON",24,2,2702,"vehicle","Outside","Female","White - Latino",31,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11550576,39.99540905,39.99540905,-75.11550576
1557889,971591,2019-02-27 01:42:00,"TUESDAY","2000 BLOCK e lehigh",24,2,2702,"vehicle","Outside","Female","White - Latino",45,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.12344549,39.98780746,39.98780746,-75.12344549
1556848,937972,2019-02-03 22:25:00,"SUNDAY","1900 BLOCK E ALLEGHENY AVE",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11224678,39.99505601,39.99505601,-75.11224678
1556853,977766,2019-03-03 01:17:00,"SATURDAY","1900 BLOCK E ALLEGHENY AVE",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",60,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11224678,39.99505601,39.99505601,-75.11224678
1556854,907331,2019-01-12 02:14:00,"FRIDAY","1900 BLOCK E ALLEGHENY AVE",24,2,2702,"vehicle","Outside","Female","White - Latino",21,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11224678,39.99505601,39.99505601,-75.11224678
1556855,911210,2019-01-15 03:10:00,"MONDAY","1900 BLOCK E ALLEGHENY AVE",24,1,2702,"vehicle","Outside","Male","Black - Non-Latino",60,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11224678,39.99505601,39.99505601,-75.11224678
1556856,913737,2019-01-17 01:57:00,"WEDNESDAY","1900 BLOCK e  Alleghany ave",24,2,2702,"vehicle","Outside","Female","White - Non-Latino",26,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11224678,39.99505601,39.99505601,-75.11224678
1556859,937923,2019-02-03 21:50:00,"SUNDAY","1900 BLOCK ALLEGHNY",24,1,2702,"vehicle","Outside","Female","White - Latino",19,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11224678,39.99505601,39.99505601,-75.11224678
1556865,892440,2019-01-01 07:10:00,"TUESDAY","1900 BLOCK ALLEGHENY AVE",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",45,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11224678,39.99505601,39.99505601,-75.11224678
1555319,934222,2019-02-01 00:50:00,"THURSDAY","100 BLOCK TUSCULUM",24,2,2702,"vehicle","Outside","Female","White - Latino",28,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.12915101,39.99448067,39.99448067,-75.12915101
1555320,968440,2019-02-24 21:17:00,"SUNDAY","100 BLOCK E Tusculum",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",27,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.12915101,39.99448067,39.99448067,-75.12915101
1555322,899707,2019-01-07 01:38:00,"SUNDAY","100 BLOCK E TUSCULLUM",24,1,2702,"vehicle","Outside","Male","White - Latino",71,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.12915101,39.99448067,39.99448067,-75.12915101
1555326,918835,2019-01-20 20:10:00,"SUNDAY","100 BLOCK E Tusculum",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",21,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.12915101,39.99448067,39.99448067,-75.12915101
1558064,952077,2019-02-14 01:05:00,"WEDNESDAY","2400 BLOCK S FRAZIER",12,1,2702,"vehicle","Outside","Female","Black - Non-Latino",39,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22005035,39.93139463,39.93139463,-75.22005035
1559516,958921,2019-02-18 03:05:00,"SUNDAY","3100 BLOCK G ST",24,2,2702,"vehicle","Outside","Female","White - Latino",19,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11581418,39.99527036,39.99527036,-75.11581418
1559520,975482,2019-02-25 22:20:00,"MONDAY","3100 BLOCK G ST",24,1,2702,"vehicle","Outside","Male","Asian",43,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11581418,39.99527036,39.99527036,-75.11581418
1559526,958309,2019-02-17 22:12:00,"SUNDAY","3100 BLOCK G ST",24,2,2702,"vehicle","Outside","Female","White - Latino",24,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11581418,39.99527036,39.99527036,-75.11581418
1559527,958310,2019-02-17 22:12:00,"SUNDAY","3100 BLOCK G ST",24,2,2702,"vehicle","Outside","Male","Black - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11581418,39.99527036,39.99527036,-75.11581418
1559528,924558,2019-01-24 23:27:00,"THURSDAY","3100 BLOCK G STREET",24,2,2702,"vehicle","Outside","Male","White - Latino",21,0,1,1,0,0,0,0,NA,NA,"","",NA,NA,-75.11581418,39.99527036,39.99527036,-75.11581418
1559537,918975,2019-01-20 23:20:00,"SUNDAY","3100 BLOCK N G ST",24,1,2702,"vehicle","Outside","Male","Black - Non-Latino",56,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11581418,39.99527036,39.99527036,-75.11581418
1558531,914250,2019-01-17 07:00:00,"THURSDAY","2800 BLOCK Boudinot",24,2,2702,"vehicle","Outside","Male","Black - Latino",48,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.12350762,39.99194625,39.99194625,-75.12350762
1558532,914251,2019-01-17 07:00:00,"THURSDAY","2800 BLOCK Boudinot",24,2,2702,"vehicle","Outside","Female","White - Latino",45,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.12350762,39.99194625,39.99194625,-75.12350762
1559763,1015541,2019-03-30 03:00:00,"FRIDAY","3400 BLOCK H STREET",24,2,2702,"vehicle","Outside","Male","Black - Non-Latino",18,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11263116,39.99965011,39.99965011,-75.11263116
1559769,921186,2019-01-22 10:36:00,"TUESDAY","3400 BLOCK N H STREET",24,1,2702,"vehicle","Outside","Male","White - Latino",29,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11263116,39.99965011,39.99965011,-75.11263116
1559774,983993,2019-03-07 23:50:00,"THURSDAY","3400 BLOCK H ST",24,1,2702,"vehicle","Outside","Male","White - Latino",19,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11263116,39.99965011,39.99965011,-75.11263116
1559057,938022,2019-02-03 22:43:00,"SUNDAY","3000 BLOCK B STREET",24,2,2702,"vehicle","Outside","Male","Black - Non-Latino",39,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.12608308,39.99508927,39.99508927,-75.12608308
1559058,945501,2019-02-08 23:30:00,"FRIDAY","3000 BLOCK B",24,2,2702,"vehicle","Outside","Male","White - Latino",36,1,0,0,0,1,0,0,NA,NA,"","",NA,NA,-75.12608308,39.99508927,39.99508927,-75.12608308
1559059,953247,2019-02-14 19:14:00,"THURSDAY","3000 BLOCK B STREET",24,1,2702,"vehicle","Outside","Female","White - Latino",33,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.12608308,39.99508927,39.99508927,-75.12608308
1559780,921185,2019-01-22 10:36:00,"TUESDAY","3400 BLOCK N H STREET",24,1,2702,"vehicle","Outside","Male","White - Latino",24,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11263116,39.99965011,39.99965011,-75.11263116
1559065,899379,2019-01-06 22:23:00,"SUNDAY","3000 BLOCK N B ST",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",50,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.12608308,39.99508927,39.99508927,-75.12608308
1559066,910954,2019-01-15 00:05:00,"MONDAY","3000 BLOCK B STREET",24,2,2702,"vehicle","Outside","Male","White - Latino",37,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.12608308,39.99508927,39.99508927,-75.12608308
1559501,1009192,2019-03-26 00:22:00,"MONDAY","3100 BLOCK G ST",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",30,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11581418,39.99527036,39.99527036,-75.11581418
1563543,980051,2019-03-05 01:12:00,"MONDAY","5800 BLOCK CHESTER AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22944826,39.93502555,39.93502555,-75.22944826
1563544,987823,2019-03-10 17:30:00,"SUNDAY","5800 BLOCK CHESTER AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",51,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22944826,39.93502555,39.93502555,-75.22944826
1563545,1006019,2019-03-23 17:06:00,"SATURDAY","5800 BLOCK CHESTER",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",35,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22944826,39.93502555,39.93502555,-75.22944826
1563549,933542,2019-01-31 13:48:00,"THURSDAY","5800 BLOCK CHESTER",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",34,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22944826,39.93502555,39.93502555,-75.22944826
1563550,933992,2019-01-31 21:35:00,"THURSDAY","5800 BLOCK CHESTER AVE",12,1,2702,"vehicle","Outside","Female","Black - Non-Latino",63,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22944826,39.93502555,39.93502555,-75.22944826
1563551,942601,2019-02-07 01:30:00,"WEDNESDAY","5800 BLOCK chester ave",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",43,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22944826,39.93502555,39.93502555,-75.22944826
1563552,957191,2019-02-17 03:00:00,"SATURDAY","5800 BLOCK CHESTER AVE",12,1,2702,"vehicle","Outside","Female","Black - Non-Latino",47,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22944826,39.93502555,39.93502555,-75.22944826
1563553,976252,2019-03-02 03:10:00,"FRIDAY","5800 BLOCK CHESTER AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",27,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22944826,39.93502555,39.93502555,-75.22944826
1563557,902263,2019-01-09 00:15:00,"TUESDAY","5800 BLOCK CHESTER AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",49,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22944826,39.93502555,39.93502555,-75.22944826
1564388,1016250,2019-03-30 20:10:00,"SATURDAY","6500 BLOCK Woodland Ave",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",16,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2344413,39.92542597,39.92542597,-75.2344413
1564394,926470,2019-01-25 15:30:00,"FRIDAY","6500 BLOCK WOODLAND AVENUE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",58,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2344413,39.92542597,39.92542597,-75.2344413
1564395,935272,2019-02-01 19:15:00,"FRIDAY","6500 BLOCK WOODLAND AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",22,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2344413,39.92542597,39.92542597,-75.2344413
1564396,960427,2019-02-19 02:16:00,"MONDAY","6500 BLOCK WOODLAND AVE",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",68,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2344413,39.92542597,39.92542597,-75.2344413
1564397,967712,2019-02-24 03:15:00,"SATURDAY","6500 BLOCK Woodland Av",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",32,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2344413,39.92542597,39.92542597,-75.2344413
1564398,977011,2019-03-02 16:39:00,"SATURDAY","6500 BLOCK WOODLAND AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",22,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2344413,39.92542597,39.92542597,-75.2344413
1564399,985656,2019-03-09 01:22:00,"FRIDAY","6500 BLOCK WOODLAND AVE",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",36,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2344413,39.92542597,39.92542597,-75.2344413
1564400,913005,2019-01-16 15:31:00,"WEDNESDAY","6500 BLOCK S WOODLAND AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",22,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2344413,39.92542597,39.92542597,-75.2344413
1564401,919138,2019-01-20 23:40:00,"SUNDAY","6500 BLOCK WOODLAND AVENUE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",44,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2344413,39.92542597,39.92542597,-75.2344413
1564403,926011,2019-01-25 23:55:00,"FRIDAY","6500 BLOCK WOODLAND AVENUE",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2344413,39.92542597,39.92542597,-75.2344413
1564405,926145,2019-01-26 02:11:00,"FRIDAY","6500 BLOCK woodland ave",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",29,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2344413,39.92542597,39.92542597,-75.2344413
1564410,906357,2019-01-11 09:43:00,"FRIDAY","6500 BLOCK WOODLAND AVENUE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",27,0,1,1,0,0,0,0,NA,NA,"","",NA,NA,-75.2344413,39.92542597,39.92542597,-75.2344413
1564411,911762,2019-01-15 18:05:00,"TUESDAY","6500 BLOCK WOODAND AVE",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2344413,39.92542597,39.92542597,-75.2344413
1565970,977075,2019-03-02 17:25:00,"SATURDAY","700 BLOCK E CLEARFIELD ST",24,2,2702,"vehicle","Outside","Male","Black - Non-Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11762189,39.99537529,39.99537529,-75.11762189
1565972,986308,2019-03-09 09:15:00,"SATURDAY","700 BLOCK EAST CLEARFIELD",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",35,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11762189,39.99537529,39.99537529,-75.11762189
1565973,986873,2019-03-09 23:25:00,"SATURDAY","700 BLOCK E CLEARFIELD AVE",24,2,2702,"vehicle","Outside","Male","Asian",65,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11762189,39.99537529,39.99537529,-75.11762189
1565976,965686,2019-02-22 23:00:00,"FRIDAY","700 BLOCK E CLEARFIELD",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",26,0,1,1,0,0,0,0,NA,NA,"","",NA,NA,-75.11762189,39.99537529,39.99537529,-75.11762189
1563964,965430,2019-02-22 18:12:00,"FRIDAY","6300 BLOCK GREENWAY AVE",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",70,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23303894,39.92836437,39.92836437,-75.23303894
1563965,967110,2019-02-23 20:33:00,"SATURDAY","6300 BLOCK GREENWAY AVE",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",29,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23303894,39.92836437,39.92836437,-75.23303894
1563966,976650,2019-03-02 08:29:00,"SATURDAY","6300 BLOCK Greenway Avenue",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",20,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23303894,39.92836437,39.92836437,-75.23303894
1565980,970993,2019-02-26 16:50:00,"TUESDAY","700 BLOCK E CLEARFIELD ST",24,2,2702,"vehicle","Outside","Male","White - Latino",40,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11762189,39.99537529,39.99537529,-75.11762189
1565981,971006,2019-02-26 17:08:00,"TUESDAY","700 BLOCK E Clearfield St",24,2,2702,"vehicle","Outside","Male","White - Latino",26,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11762189,39.99537529,39.99537529,-75.11762189
1565982,935354,2019-02-01 21:45:00,"FRIDAY","700 BLOCK E CLEARFIELD",24,2,2702,"vehicle","Outside","Male","Black - Latino",37,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11762189,39.99537529,39.99537529,-75.11762189
1565985,944715,2019-02-08 05:05:00,"FRIDAY","700 BLOCK E CLEARFIELD ST",24,2,2702,"vehicle","Outside","Male","Black - Non-Latino",41,0,1,0,0,1,0,0,NA,NA,"","",NA,NA,-75.11762189,39.99537529,39.99537529,-75.11762189
